record_id,waveform_file,station_code,origin_time,record_time,mag,split
train_006149,record_006149.npz,MYGH05,2002/2/13 18:54,2002/2/13 18:54,4.5,train
train_006150,record_006150.npz,MYGH05,2002/4/21 9:10,2002/4/21 9:10,4.5,train
train_006151,record_006151.npz,MYGH05,2002/5/6 17:12,2002/5/6 17:12,5,train
train_006152,record_006152.npz,MYGH05,2002/5/12 10:29,2002/5/12 10:29,5.1,train
train_006153,record_006153.npz,MYGH05,2002/8/24 8:22,2002/8/24 8:22,4.3,train
train_006154,record_006154.npz,MYGH05,2002/9/9 4:09,2002/9/9 4:09,4.1,train
train_006155,record_006155.npz,MYGH05,2002/9/10 19:52,2002/9/10 19:52,4.1,train
train_006156,record_006156.npz,MYGH05,2002/9/19 4:58,2002/9/19 4:58,4.1,train
train_006157,record_006157.npz,MYGH05,2002/10/12 19:59,2002/10/12 20:00,5.6,train
train_006158,record_006158.npz,MYGH05,2002/10/26 19:43,2002/10/26 19:44,4.8,train
train_006159,record_006159.npz,MYGH05,2002/11/3 12:37,2002/11/3 12:38,6.1,train
train_006160,record_006160.npz,MYGH05,2002/11/4 4:14,2002/11/4 4:15,4.7,train
train_006161,record_006161.npz,MYGH05,2002/12/5 0:50,2002/12/5 0:51,5.2,train
train_006162,record_006162.npz,MYGH07,2000/7/21 3:39,2000/7/21 3:39,6,train
train_006163,record_006163.npz,MYGH07,2000/8/28 17:20,2000/8/28 17:20,4.8,train
train_006164,record_006164.npz,MYGH07,2000/11/16 18:31,2000/11/16 18:32,5,train
train_006165,record_006165.npz,MYGH07,2001/2/25 6:54,2001/2/25 6:54,5.8,train
train_006166,record_006166.npz,MYGH07,2001/2/26 15:08,2001/2/26 15:09,5.4,train
train_006167,record_006167.npz,MYGH07,2001/4/12 16:02,2001/4/12 16:02,5,train
train_006168,record_006168.npz,MYGH07,2001/7/24 9:26,2001/7/24 9:27,4.8,train
train_006169,record_006169.npz,MYGH07,2001/8/4 20:43,2001/8/4 20:43,4.9,train
train_006170,record_006170.npz,MYGH07,2001/9/4 23:54,2001/9/4 23:55,5.2,train
train_006171,record_006171.npz,MYGH07,2001/9/6 10:40,2001/9/6 10:40,4.5,train
train_006172,record_006172.npz,MYGH07,2001/10/2 17:20,2001/10/2 17:20,5.4,train
train_006173,record_006173.npz,MYGH07,2001/11/25 5:22,2001/11/25 5:23,4.8,train
train_006174,record_006174.npz,MYGH07,2001/12/2 22:02,2001/12/2 22:02,6.4,train
train_006175,record_006175.npz,MYGH07,2001/12/23 1:41,2001/12/23 1:41,4.5,train
train_006176,record_006176.npz,MYGH07,2002/1/29 8:42,2002/1/29 8:42,4.6,train
train_006177,record_006177.npz,MYGH07,2002/1/29 8:45,2002/1/29 8:45,4.8,train
train_006178,record_006178.npz,MYGH07,2002/2/12 22:44,2002/2/12 22:45,5.5,train
train_006179,record_006179.npz,MYGH07,2002/2/13 18:54,2002/2/13 18:55,4.5,train
train_006180,record_006180.npz,MYGH07,2002/4/15 15:10,2002/4/15 15:11,4.5,train
train_006181,record_006181.npz,MYGH07,2002/4/21 9:10,2002/4/21 9:11,4.5,train
train_006182,record_006182.npz,MYGH07,2002/5/6 17:12,2002/5/6 17:12,5,train
train_006183,record_006183.npz,MYGH07,2002/5/12 10:29,2002/5/12 10:29,5.1,train
train_006184,record_006184.npz,MYGH07,2002/7/24 5:05,2002/7/24 5:05,5.7,train
train_006185,record_006185.npz,MYGH07,2002/8/24 8:22,2002/8/24 8:22,4.3,train
train_006186,record_006186.npz,MYGH07,2002/9/9 4:09,2002/9/9 4:09,4.1,train
train_006187,record_006187.npz,MYGH07,2002/9/19 4:58,2002/9/19 4:59,4.1,train
train_006188,record_006188.npz,MYGH07,2002/10/11 10:04,2002/10/11 10:04,5.2,train
train_006189,record_006189.npz,MYGH08,2000/7/21 3:39,2000/7/21 3:39,6,train
train_006190,record_006190.npz,MYGH08,2001/2/5 4:17,2001/2/5 4:17,4.3,train
train_006191,record_006191.npz,MYGH08,2001/2/25 6:54,2001/2/25 6:54,5.8,train
train_006192,record_006192.npz,MYGH08,2001/10/2 17:20,2001/10/2 17:20,5.4,train
train_006193,record_006193.npz,MYGH08,2001/12/2 22:02,2001/12/2 22:02,6.4,train
train_006194,record_006194.npz,MYGH08,2002/2/12 22:44,2002/2/12 22:45,5.5,train
train_006195,record_006195.npz,MYGH08,2002/5/6 17:12,2002/5/6 17:12,5,train
train_006196,record_006196.npz,MYGH08,2002/5/12 10:29,2002/5/12 10:29,5.1,train
train_006197,record_006197.npz,MYGH08,2002/11/3 12:37,2002/11/3 12:38,6.1,train
train_006198,record_006198.npz,MYGH08,2003/2/16 12:03,2003/2/16 12:04,5,train
train_006199,record_006199.npz,MYGH08,2003/3/3 7:47,2003/3/3 7:47,5.3,train
train_006200,record_006200.npz,MYGH08,2003/5/26 18:24,2003/5/26 18:24,7,train
train_006201,record_006201.npz,MYGH08,2003/6/16 18:34,2003/6/16 18:34,5,train
train_006202,record_006202.npz,MYGH08,2003/7/26 0:13,2003/7/26 0:13,5.5,train
train_006203,record_006203.npz,MYGH08,2003/7/26 7:13,2003/7/26 7:13,6.2,train
train_006204,record_006204.npz,MYGH08,2003/7/26 10:22,2003/7/26 10:22,4.8,train
train_006205,record_006205.npz,MYGH08,2003/10/31 10:06,2003/10/31 10:06,6.8,train
train_006206,record_006206.npz,MYGH08,2003/11/15 3:44,2003/11/15 3:44,5.8,train
train_006207,record_006207.npz,MYGH08,2004/1/23 18:01,2004/1/23 18:01,5.3,train
train_006208,record_006208.npz,MYGH08,2004/4/4 8:02,2004/4/4 8:02,5.8,train
train_006209,record_006209.npz,MYGH08,2004/5/29 12:47,2004/5/29 12:47,5.9,train
train_006210,record_006210.npz,MYGH08,2004/10/23 17:56,2004/10/23 17:56,6.8,train
train_006211,record_006211.npz,MYGH08,2004/10/23 18:03,2004/10/23 18:03,6.3,train
train_006212,record_006212.npz,MYGH08,2004/10/23 18:34,2004/10/23 18:34,6.5,train
train_006213,record_006213.npz,MYGH08,2004/12/1 10:32,2004/12/1 10:33,4.2,train
train_006214,record_006214.npz,MYGH08,2004/12/30 10:53,2004/12/30 10:53,4.1,train
train_006215,record_006215.npz,MYGH08,2004/12/30 22:29,2004/12/30 22:30,5,train
train_006216,record_006216.npz,MYGH08,2005/1/1 5:14,2005/1/1 5:14,5,train
train_006217,record_006217.npz,MYGH08,2005/8/16 11:46,2005/8/16 11:46,7.2,train
train_006218,record_006218.npz,MYGH08,2005/10/19 20:44,2005/10/19 20:45,6.3,train
train_006219,record_006219.npz,MYGH09,2000/7/21 3:39,2000/7/21 3:39,6,train
train_006220,record_006220.npz,MYGH09,2000/11/16 18:31,2000/11/16 18:32,5,train
train_006221,record_006221.npz,MYGH09,2001/2/25 6:54,2001/2/25 6:54,5.8,train
train_006222,record_006222.npz,MYGH09,2001/8/4 20:43,2001/8/4 20:43,4.9,train
train_006223,record_006223.npz,MYGH09,2001/9/4 23:54,2001/9/4 23:55,5.2,train
train_006224,record_006224.npz,MYGH09,2001/10/2 17:20,2001/10/2 17:20,5.4,train
train_006225,record_006225.npz,MYGH09,2001/11/25 5:22,2001/11/25 5:22,4.8,train
train_006226,record_006226.npz,MYGH09,2001/12/23 1:41,2001/12/23 1:41,4.5,train
train_006227,record_006227.npz,MYGH09,2002/1/29 8:42,2002/1/29 8:42,4.6,train
train_006228,record_006228.npz,MYGH09,2002/1/29 8:45,2002/1/29 8:45,4.8,train
train_006229,record_006229.npz,MYGH09,2002/2/12 22:44,2002/2/12 22:45,5.5,train
train_006230,record_006230.npz,MYGH09,2002/4/15 15:10,2002/4/15 15:10,4.5,train
train_006231,record_006231.npz,MYGH09,2002/4/21 9:10,2002/4/21 9:11,4.5,train
train_006232,record_006232.npz,MYGH09,2002/5/6 17:12,2002/5/6 17:12,5,train
train_006233,record_006233.npz,MYGH09,2002/5/12 10:29,2002/5/12 10:30,5.1,train
train_006234,record_006234.npz,MYGH09,2002/6/16 4:39,2002/6/16 4:40,4.6,train
train_006235,record_006235.npz,MYGH09,2002/7/24 5:05,2002/7/24 5:05,5.7,train
train_006236,record_006236.npz,MYGH09,2002/8/24 8:22,2002/8/24 8:22,4.3,train
train_006237,record_006237.npz,MYGH09,2002/9/10 19:52,2002/9/10 19:52,4.1,train
train_006238,record_006238.npz,MYGH09,2002/10/11 10:04,2002/10/11 10:04,5.2,train
train_006239,record_006239.npz,MYGH09,2002/10/12 19:59,2002/10/12 20:00,5.6,train
train_006240,record_006240.npz,MYGH09,2002/10/21 1:06,2002/10/21 1:06,5.2,train
train_006241,record_006241.npz,MYGH09,2002/10/25 19:49,2002/10/25 19:50,4.3,train
train_006242,record_006242.npz,MYGH09,2002/10/26 19:43,2002/10/26 19:43,4.8,train
train_006243,record_006243.npz,MYGH09,2002/11/3 12:37,2002/11/3 12:38,6.1,train
train_006244,record_006244.npz,MYGH09,2002/11/4 4:14,2002/11/4 4:15,4.7,train
train_006245,record_006245.npz,MYGH09,2002/12/5 0:50,2002/12/5 0:51,5.2,train
train_006246,record_006246.npz,MYGH09,2002/12/5 0:53,2002/12/5 0:53,4.9,train
train_006247,record_006247.npz,MYGH09,2002/12/5 2:17,2002/12/5 2:17,4.5,train
train_006248,record_006248.npz,MYGH09,2002/12/9 3:34,2002/12/9 3:34,4.6,train
train_006249,record_006249.npz,MYGH10,2000/7/21 3:39,2000/7/21 3:39,6,train
train_006250,record_006250.npz,MYGH10,2000/8/28 17:20,2000/8/28 17:20,4.8,train
train_006251,record_006251.npz,MYGH10,2000/11/16 18:31,2000/11/16 18:31,5,train
train_006252,record_006252.npz,MYGH10,2001/2/5 4:17,2001/2/5 4:17,4.3,train
train_006253,record_006253.npz,MYGH10,2001/2/25 6:54,2001/2/25 6:54,5.8,train
train_006254,record_006254.npz,MYGH10,2001/4/12 16:02,2001/4/12 16:02,5,train
train_006255,record_006255.npz,MYGH10,2001/7/24 9:26,2001/7/24 9:27,4.8,train
train_006256,record_006256.npz,MYGH10,2001/8/4 20:43,2001/8/4 20:43,4.9,train
train_006257,record_006257.npz,MYGH10,2001/9/6 10:40,2001/9/6 10:40,4.5,train
train_006258,record_006258.npz,MYGH10,2001/10/2 17:20,2001/10/2 17:20,5.4,train
train_006259,record_006259.npz,MYGH10,2002/2/12 22:44,2002/2/12 22:45,5.5,train
train_006260,record_006260.npz,MYGH10,2002/7/24 5:05,2002/7/24 5:05,5.7,train
train_006261,record_006261.npz,MYGH10,2002/11/3 12:37,2002/11/3 12:38,6.1,train
train_006262,record_006262.npz,MYGH10,2003/2/16 12:03,2003/2/16 12:04,5,train
train_006263,record_006263.npz,MYGH10,2003/3/3 7:47,2003/3/3 7:47,5.3,train
train_006264,record_006264.npz,MYGH10,2003/5/26 18:24,2003/5/26 18:24,7,train
train_006265,record_006265.npz,MYGH10,2003/6/16 18:34,2003/6/16 18:34,5,train
train_006266,record_006266.npz,MYGH10,2003/7/26 0:13,2003/7/26 0:13,5.5,train
train_006267,record_006267.npz,MYGH10,2003/7/26 7:13,2003/7/26 7:13,6.2,train
train_006268,record_006268.npz,MYGH10,2003/7/26 10:22,2003/7/26 10:22,4.8,train
train_006269,record_006269.npz,MYGH10,2003/7/26 16:56,2003/7/26 16:56,5.3,train
train_006270,record_006270.npz,MYGH10,2003/7/28 4:08,2003/7/28 4:08,5,train
train_006271,record_006271.npz,MYGH10,2003/10/23 23:22,2003/10/23 23:22,4.3,train
train_006272,record_006272.npz,MYGH10,2003/10/31 10:06,2003/10/31 10:06,6.8,train
train_006273,record_006273.npz,MYGH10,2003/11/15 3:44,2003/11/15 3:44,5.8,train
train_006274,record_006274.npz,MYGH10,2004/1/23 18:01,2004/1/23 18:01,5.3,train
train_006275,record_006275.npz,MYGH10,2004/1/27 15:11,2004/1/27 15:11,4.4,train
train_006276,record_006276.npz,MYGH10,2004/4/4 8:02,2004/4/4 8:02,5.8,train
train_006277,record_006277.npz,MYGH10,2004/5/10 15:38,2004/5/10 15:38,4.4,train
train_006278,record_006278.npz,MYGH10,2004/5/16 0:37,2004/5/16 0:37,4.6,train
train_006279,record_006279.npz,MYGH11,2001/4/12 16:02,2001/4/12 16:02,5,train
train_006280,record_006280.npz,MYGH11,2001/7/24 9:26,2001/7/24 9:27,4.8,train
train_006281,record_006281.npz,MYGH11,2001/9/6 10:40,2001/9/6 10:41,4.5,train
train_006282,record_006282.npz,MYGH11,2001/10/2 17:20,2001/10/2 17:20,5.4,train
train_006283,record_006283.npz,MYGH11,2001/11/13 16:45,2001/11/13 16:45,4.7,train
train_006284,record_006284.npz,MYGH11,2001/12/2 22:02,2001/12/2 22:02,6.4,train
train_006285,record_006285.npz,MYGH11,2001/12/23 1:41,2001/12/23 1:41,4.5,train
train_006286,record_006286.npz,MYGH11,2002/1/27 16:09,2002/1/27 16:09,5.3,train
train_006287,record_006287.npz,MYGH11,2002/1/29 8:42,2002/1/29 8:42,4.6,train
train_006288,record_006288.npz,MYGH11,2002/1/29 8:45,2002/1/29 8:45,4.8,train
train_006289,record_006289.npz,MYGH11,2002/2/13 18:54,2002/2/13 18:54,4.5,train
train_006290,record_006290.npz,MYGH11,2002/4/21 9:10,2002/4/21 9:10,4.5,train
train_006291,record_006291.npz,MYGH11,2002/5/6 17:12,2002/5/6 17:12,5,train
train_006292,record_006292.npz,MYGH11,2002/5/12 10:29,2002/5/12 10:29,5.1,train
train_006293,record_006293.npz,MYGH11,2002/7/24 5:05,2002/7/24 5:05,5.7,train
train_006294,record_006294.npz,MYGH11,2002/8/24 8:22,2002/8/24 8:22,4.3,train
train_006295,record_006295.npz,MYGH11,2002/9/10 19:52,2002/9/10 19:52,4.1,train
train_006296,record_006296.npz,MYGH11,2002/9/19 4:58,2002/9/19 4:58,4.1,train
train_006297,record_006297.npz,MYGH11,2002/10/11 10:04,2002/10/11 10:04,5.2,train
train_006298,record_006298.npz,MYGH11,2002/10/12 19:59,2002/10/12 19:59,5.6,train
train_006299,record_006299.npz,MYGH11,2002/11/3 12:37,2002/11/3 12:37,6.1,train
train_006300,record_006300.npz,MYGH11,2002/11/4 4:14,2002/11/4 4:14,4.7,train
train_006301,record_006301.npz,MYGH11,2002/12/2 8:02,2002/12/2 8:02,4.6,train
train_006302,record_006302.npz,MYGH11,2002/12/5 0:50,2002/12/5 0:50,5.2,train
train_006303,record_006303.npz,MYGH11,2002/12/5 0:53,2002/12/5 0:53,4.9,train
train_006304,record_006304.npz,MYGH11,2002/12/9 3:34,2002/12/9 3:34,4.6,train
train_006305,record_006305.npz,MYGH11,2003/1/5 18:51,2003/1/5 18:51,4.4,train
train_006306,record_006306.npz,MYGH11,2003/2/16 12:03,2003/2/16 12:04,5,train
train_006307,record_006307.npz,MYGH11,2003/3/3 7:47,2003/3/3 7:47,5.3,train
train_006308,record_006308.npz,MYGH12,2001/2/25 6:54,2001/2/25 6:54,5.8,train
train_006309,record_006309.npz,MYGH12,2001/4/5 7:22,2001/4/5 7:22,4.3,train
train_006310,record_006310.npz,MYGH12,2001/4/12 16:02,2001/4/12 16:02,5,train
train_006311,record_006311.npz,MYGH12,2001/7/24 9:26,2001/7/24 9:27,4.8,train
train_006312,record_006312.npz,MYGH12,2001/9/6 10:40,2001/9/6 10:41,4.5,train
train_006313,record_006313.npz,MYGH12,2001/10/2 17:20,2001/10/2 17:20,5.4,train
train_006314,record_006314.npz,MYGH12,2001/11/13 16:45,2001/11/13 16:45,4.7,train
train_006315,record_006315.npz,MYGH12,2001/12/2 22:02,2001/12/2 22:02,6.4,train
train_006316,record_006316.npz,MYGH12,2001/12/23 1:41,2001/12/23 1:41,4.5,train
train_006317,record_006317.npz,MYGH12,2002/1/27 16:09,2002/1/27 16:09,5.3,train
train_006318,record_006318.npz,MYGH12,2002/1/29 8:42,2002/1/29 8:42,4.6,train
train_006319,record_006319.npz,MYGH12,2002/1/29 8:45,2002/1/29 8:45,4.8,train
train_006320,record_006320.npz,MYGH12,2002/2/13 18:54,2002/2/13 18:54,4.5,train
train_006321,record_006321.npz,MYGH12,2002/4/21 9:10,2002/4/21 9:10,4.5,train
train_006322,record_006322.npz,MYGH12,2002/5/6 17:12,2002/5/6 17:12,5,train
train_006323,record_006323.npz,MYGH12,2002/5/12 10:29,2002/5/12 10:29,5.1,train
train_006324,record_006324.npz,MYGH12,2002/7/24 5:05,2002/7/24 5:05,5.7,train
train_006325,record_006325.npz,MYGH12,2002/8/24 8:22,2002/8/24 8:22,4.3,train
train_006326,record_006326.npz,MYGH12,2002/9/10 19:52,2002/9/10 19:52,4.1,train
train_006327,record_006327.npz,MYGH12,2002/9/19 4:58,2002/9/19 4:58,4.1,train
train_006328,record_006328.npz,MYGH12,2002/10/11 10:04,2002/10/11 10:04,5.2,train
train_006329,record_006329.npz,MYGH12,2002/10/12 19:59,2002/10/12 19:59,5.6,train
train_006330,record_006330.npz,MYGH12,2002/11/3 12:37,2002/11/3 12:37,6.1,train
train_006331,record_006331.npz,MYGH12,2002/11/4 4:14,2002/11/4 4:14,4.7,train
train_006332,record_006332.npz,MYGH12,2002/12/2 8:02,2002/12/2 8:02,4.6,train
train_006333,record_006333.npz,MYGH12,2002/12/5 0:50,2002/12/5 0:50,5.2,train
train_006334,record_006334.npz,MYZH01,2000/6/8 9:32,2000/6/8 9:32,4.8,train
train_006335,record_006335.npz,MYZH01,2001/4/25 23:40,2001/4/25 23:40,5.6,train
train_006336,record_006336.npz,MYZH01,2002/11/4 13:36,2002/11/4 13:36,5.7,train
train_006337,record_006337.npz,MYZH02,2001/3/24 15:28,2001/3/24 15:28,6.4,train
train_006338,record_006338.npz,MYZH02,2001/4/25 23:40,2001/4/25 23:40,5.6,train
train_006339,record_006339.npz,MYZH02,2002/11/4 13:36,2002/11/4 13:36,5.7,train
train_006340,record_006340.npz,MYZH02,2006/3/27 11:50,2006/3/27 11:50,5.5,train
train_006341,record_006341.npz,MYZH02,2006/6/12 5:01,2006/6/12 5:01,6.2,train
train_006342,record_006342.npz,MYZH02,2008/3/10 10:44,2008/3/10 10:44,5.1,train
train_006343,record_006343.npz,MYZH02,2008/5/1 5:51,2008/5/1 5:52,4.1,train
train_006344,record_006344.npz,MYZH02,2008/5/11 4:19,2008/5/11 4:19,4.1,train
train_006345,record_006345.npz,MYZH02,2009/4/5 18:36,2009/4/5 18:36,5.6,train
train_006346,record_006346.npz,MYZH02,2009/6/14 19:17,2009/6/14 19:18,4.2,train
train_006347,record_006347.npz,MYZH02,2009/6/25 23:04,2009/6/25 23:04,4.7,train
train_006348,record_006348.npz,MYZH02,2009/7/18 5:16,2009/7/18 5:16,4.3,train
train_006349,record_006349.npz,MYZH02,2009/7/28 5:30,2009/7/28 5:31,4.2,train
train_006350,record_006350.npz,MYZH02,2009/8/3 20:18,2009/8/3 20:18,4.7,train
train_006351,record_006351.npz,MYZH02,2009/8/5 12:51,2009/8/5 12:51,5,train
train_006352,record_006352.npz,MYZH02,2009/8/6 11:22,2009/8/6 11:22,4.3,train
train_006353,record_006353.npz,MYZH02,2009/10/29 2:37,2009/10/29 2:37,4.7,train
train_006354,record_006354.npz,MYZH02,2010/5/13 20:01,2010/5/13 20:01,4.7,train
train_006355,record_006355.npz,MYZH02,2010/8/10 21:24,2010/8/10 21:24,4.4,train
train_006356,record_006356.npz,MYZH02,2010/12/7 9:36,2010/12/7 9:36,4.1,train
train_006357,record_006357.npz,MYZH02,2011/2/28 9:04,2011/2/28 9:04,4.6,train
train_006358,record_006358.npz,MYZH03,2002/11/4 13:36,2002/11/4 13:36,5.7,train
train_006359,record_006359.npz,MYZH03,2009/4/5 18:36,2009/4/5 18:36,5.6,train
train_006360,record_006360.npz,MYZH03,2009/8/3 20:18,2009/8/3 20:18,4.7,train
train_006361,record_006361.npz,MYZH03,1999/12/22 20:17,1999/12/22 20:17,4.8,train
train_006362,record_006362.npz,MYZH04,2000/4/2 21:25,2000/4/2 21:25,4.5,train
train_006363,record_006363.npz,MYZH04,2000/6/8 9:32,2000/6/8 9:32,4.8,train
train_006364,record_006364.npz,MYZH04,2001/4/25 23:40,2001/4/25 23:40,5.6,train
train_006365,record_006365.npz,MYZH04,2002/11/4 13:36,2002/11/4 13:36,5.7,train
train_006366,record_006366.npz,MYZH04,2006/6/12 5:01,2006/6/12 5:01,6.2,train
train_006367,record_006367.npz,MYZH04,2008/3/10 10:44,2008/3/10 10:44,5.1,train
train_006368,record_006368.npz,MYZH04,2008/5/1 5:51,2008/5/1 5:52,4.1,train
train_006369,record_006369.npz,MYZH04,2008/5/11 4:19,2008/5/11 4:19,4.1,train
train_006370,record_006370.npz,MYZH04,2009/4/5 18:36,2009/4/5 18:36,5.6,train
train_006371,record_006371.npz,MYZH04,2009/6/14 19:17,2009/6/14 19:18,4.2,train
train_006372,record_006372.npz,MYZH04,2009/6/25 23:04,2009/6/25 23:04,4.7,train
train_006373,record_006373.npz,MYZH04,2009/7/18 5:16,2009/7/18 5:16,4.3,train
train_006374,record_006374.npz,MYZH04,2009/7/28 5:30,2009/7/28 5:31,4.2,train
train_006375,record_006375.npz,MYZH04,2009/8/3 20:18,2009/8/3 20:18,4.7,train
train_006376,record_006376.npz,MYZH04,2009/8/5 12:51,2009/8/5 12:51,5,train
train_006377,record_006377.npz,MYZH04,2009/8/6 11:22,2009/8/6 11:22,4.3,train
train_006378,record_006378.npz,MYZH04,2009/10/29 2:37,2009/10/29 2:37,4.7,train
train_006379,record_006379.npz,MYZH04,2010/1/25 16:15,2010/1/25 16:15,5.4,train
train_006380,record_006380.npz,MYZH04,2010/5/13 20:01,2010/5/13 20:01,4.7,train
train_006381,record_006381.npz,MYZH04,2011/2/28 9:04,2011/2/28 9:04,4.6,train
train_006382,record_006382.npz,MYZH05,2001/4/25 23:40,2001/4/25 23:40,5.6,train
train_006383,record_006383.npz,MYZH05,2001/7/25 5:10,2001/7/25 5:11,4.1,train
train_006384,record_006384.npz,MYZH05,2001/8/30 5:52,2001/8/30 5:52,4.6,train
train_006385,record_006385.npz,MYZH05,2001/9/17 11:21,2001/9/17 11:22,4.7,train
train_006386,record_006386.npz,MYZH05,2002/5/20 22:19,2002/5/20 22:19,4.2,train
train_006387,record_006387.npz,MYZH05,2002/6/18 16:58,2002/6/18 16:58,4.5,train
train_006388,record_006388.npz,MYZH05,2002/7/16 4:58,2002/7/16 4:58,4.4,train
train_006389,record_006389.npz,MYZH05,2002/11/4 13:36,2002/11/4 13:36,5.7,train
train_006390,record_006390.npz,MYZH05,2005/5/31 11:04,2005/5/31 11:04,5.8,train
train_006391,record_006391.npz,MYZH05,2006/3/27 11:50,2006/3/27 11:50,5.5,train
train_006392,record_006392.npz,MYZH05,2008/3/10 10:44,2008/3/10 10:44,5.1,train
train_006393,record_006393.npz,MYZH05,2008/5/1 5:51,2008/5/1 5:52,4.1,train
train_006394,record_006394.npz,MYZH05,2008/5/11 4:19,2008/5/11 4:19,4.1,train
train_006395,record_006395.npz,MYZH05,2009/4/5 18:36,2009/4/5 18:36,5.6,train
train_006396,record_006396.npz,MYZH05,2009/6/14 19:17,2009/6/14 19:18,4.2,train
train_006397,record_006397.npz,MYZH05,2009/6/25 23:04,2009/6/25 23:04,4.7,train
train_006398,record_006398.npz,MYZH05,2009/7/28 5:30,2009/7/28 5:31,4.2,train
train_006399,record_006399.npz,MYZH05,2009/8/3 20:18,2009/8/3 20:18,4.7,train
train_006400,record_006400.npz,MYZH05,2009/8/5 12:51,2009/8/5 12:51,5,train
train_006401,record_006401.npz,MYZH05,2009/8/6 11:22,2009/8/6 11:22,4.3,train
train_006402,record_006402.npz,MYZH05,2009/10/29 2:37,2009/10/29 2:37,4.7,train
train_006403,record_006403.npz,MYZH05,2010/1/25 16:15,2010/1/25 16:15,5.4,train
train_006404,record_006404.npz,MYZH05,2010/5/13 20:01,2010/5/13 20:01,4.7,train
train_006405,record_006405.npz,MYZH05,2010/8/10 21:24,2010/8/10 21:24,4.4,train
train_006406,record_006406.npz,MYZH05,2010/12/7 9:36,2010/12/7 9:36,4.1,train
train_006407,record_006407.npz,MYZH05,2011/2/28 9:04,2011/2/28 9:04,4.6,train
train_006408,record_006408.npz,MYZH06,2000/2/28 19:30,2000/2/28 19:30,4.1,train
train_006409,record_006409.npz,MYZH06,2000/4/2 21:25,2000/4/2 21:25,4.5,train
train_006410,record_006410.npz,MYZH06,2000/6/8 9:32,2000/6/8 9:33,4.8,train
train_006411,record_006411.npz,MYZH06,2001/4/25 23:40,2001/4/25 23:40,5.6,train
train_006412,record_006412.npz,MYZH06,2002/11/4 13:36,2002/11/4 13:36,5.7,train
train_006413,record_006413.npz,MYZH06,2005/5/31 11:04,2005/5/31 11:04,5.8,train
train_006414,record_006414.npz,MYZH06,2006/6/12 5:01,2006/6/12 5:01,6.2,train
train_006415,record_006415.npz,MYZH06,2008/3/10 10:44,2008/3/10 10:44,5.1,train
train_006416,record_006416.npz,MYZH06,2008/5/1 5:51,2008/5/1 5:52,4.1,train
train_006417,record_006417.npz,MYZH06,2008/5/11 4:19,2008/5/11 4:19,4.1,train
train_006418,record_006418.npz,MYZH06,2009/4/5 18:36,2009/4/5 18:36,5.6,train
train_006419,record_006419.npz,MYZH06,2009/6/14 19:17,2009/6/14 19:18,4.2,train
train_006420,record_006420.npz,MYZH06,2009/7/28 5:30,2009/7/28 5:31,4.2,train
train_006421,record_006421.npz,MYZH06,2009/8/3 20:18,2009/8/3 20:18,4.7,train
train_006422,record_006422.npz,MYZH06,2009/8/5 12:51,2009/8/5 12:51,5,train
train_006423,record_006423.npz,MYZH06,2009/8/6 11:22,2009/8/6 11:22,4.3,train
train_006424,record_006424.npz,MYZH06,2010/1/25 16:15,2010/1/25 16:15,5.4,train
train_006425,record_006425.npz,MYZH06,1999/11/10 3:19,1999/11/10 3:19,4.1,train
train_006426,record_006426.npz,MYZH06,1999/12/22 20:17,1999/12/22 20:17,4.8,train
train_006427,record_006427.npz,MYZH07,2000/2/28 19:30,2000/2/28 19:30,4.1,train
train_006428,record_006428.npz,MYZH07,2000/4/2 21:25,2000/4/2 21:25,4.5,train
train_006429,record_006429.npz,MYZH07,2002/11/4 13:36,2002/11/4 13:36,5.7,train
train_006430,record_006430.npz,MYZH07,2005/5/31 11:04,2005/5/31 11:04,5.8,train
train_006431,record_006431.npz,MYZH07,2006/6/12 5:01,2006/6/12 5:01,6.2,train
train_006432,record_006432.npz,MYZH07,2007/12/23 2:48,2007/12/23 2:48,4.4,train
train_006433,record_006433.npz,MYZH07,2008/3/10 10:44,2008/3/10 10:44,5.1,train
train_006434,record_006434.npz,MYZH07,2008/5/1 5:51,2008/5/1 5:52,4.1,train
train_006435,record_006435.npz,MYZH07,2008/5/11 4:19,2008/5/11 4:19,4.1,train
train_006436,record_006436.npz,MYZH07,2009/3/19 19:40,2009/3/19 19:40,4.3,train
train_006437,record_006437.npz,MYZH07,2009/4/5 18:36,2009/4/5 18:36,5.6,train
train_006438,record_006438.npz,MYZH07,2009/6/14 19:17,2009/6/14 19:18,4.2,train
train_006439,record_006439.npz,MYZH07,2009/7/28 5:30,2009/7/28 5:31,4.2,train
train_006440,record_006440.npz,MYZH07,2009/8/3 20:18,2009/8/3 20:18,4.7,train
train_006441,record_006441.npz,MYZH07,2009/8/5 12:51,2009/8/5 12:51,5,train
train_006442,record_006442.npz,MYZH07,2009/8/6 11:22,2009/8/6 11:22,4.3,train
train_006443,record_006443.npz,MYZH07,2009/10/29 2:37,2009/10/29 2:37,4.7,train
train_006444,record_006444.npz,MYZH07,2010/1/25 16:15,2010/1/25 16:15,5.4,train
train_006445,record_006445.npz,MYZH07,2010/12/7 9:36,2010/12/7 9:36,4.1,train
train_006446,record_006446.npz,MYZH07,2011/2/7 4:40,2011/2/7 4:40,4.4,train
